,Sold Price
11115,400000.0
19535,1510860.0
31116,1346000.0
27875,908500.0
1088,1530000.0
31484,1270000.0
32420,1650000.0
44503,655000.0
42614,725000.0
13270,600000.0
1935,1050000.0
39016,325000.0
10733,440000.0
39182,900000.0
9678,750000.0
6458,950000.0
21088,595000.0
13185,1310000.0
28970,815000.0
42437,1039776.0
15755,6200000.0
41230,2050000.0
22916,1100000.0
22919,2250000.0
18448,1308000.0
25843,2050000.0
39609,640000.0
45666,780000.0
4244,545000.0
39323,1560000.0
11529,965000.0
7193,970000.0
26177,415000.0
41835,447000.0
27336,818000.0
32607,3100000.0
18934,1825000.0
15756,1140000.0
22129,235000.0
30989,1300000.0
6954,740000.0
2032,1350000.0
24231,1620000.0
33205,742500.0
26926,1210000.0
11378,1415000.0
16059,620000.0
11537,722500.0
5277,1531000.0
19247,420000.0
14757,320000.0
22268,1275000.0
17425,1700000.0
11331,710000.0
13657,515000.0
11197,1810000.0
45241,1695000.0
18149,2254000.0
33692,1575000.0
38728,250000.0
13849,615000.0
25445,285000.0
33105,2302500.0
4040,825000.0
4670,660000.0
44435,615000.0
8011,780000.0
44140,1275000.0
17015,870000.0
17619,1155000.0
17844,1200000.0
20906,699000.0
45689,670000.0
25422,1035000.0
4881,1240000.0
5212,1100000.0
26483,1642000.0
38735,760000.0
18144,540000.0
30818,995000.0
17285,915750.0
6402,860000.0
38169,588000.0
19588,880000.0
8578,770000.0
1035,1610000.0
29909,1260000.0
23015,2500000.0
7732,600000.0
1806,677000.0
13454,778000.0
36435,571000.0
6446,1988888.0
30340,526500.0
12349,1743000.0
13252,1315000.0
25595,370000.0
26657,550000.0
32123,160000.0
6992,903789.0
9166,635000.0
23286,523200.0
29435,543000.0
5287,841000.0
20171,225000.0
14701,4100000.0
35512,835000.0
31811,970000.0
1443,475000.0
33528,1290000.0
7512,3625000.0
42422,950000.0
46262,190000.0
32967,2230000.0
40064,1075000.0
29710,1245000.0
2959,980000.0
39694,1060000.0
5029,450000.0
11549,985000.0
6604,4625000.0
2000,510000.0
21840,1670000.0
46087,695000.0
23242,605000.0
41030,1260000.0
28747,319000.0
43595,1665000.0
40409,510000.0
13773,2250000.0
41717,4650000.0
46258,980000.0
5805,1000000.0
39342,1715000.0
38238,1325000.0
10251,790000.0
4725,1141000.0
34733,155000.0
26677,1851000.0
20531,280000.0
3877,1350000.0
10384,1035000.0
8218,1425000.0
3031,1060000.0
31298,620000.0
47092,549000.0
29893,519000.0
42177,1715000.0
1657,575000.0
16136,1415000.0
15470,649900.0
7960,861000.0
45389,1310000.0
47256,686500.0
23410,775000.0
43223,1492500.0
35777,1125000.0
18335,640000.0
32629,700000.0
4775,790000.0
12904,3315000.0
36582,395000.0
8400,419900.0
21025,3414500.0
39998,700000.0
15928,103000.0
36543,920000.0
38250,430000.0
17826,1790000.0
20811,2500000.0
13837,1022748.0
22043,950000.0
1198,520000.0
22158,250000.0
2673,680000.0
42732,3650000.0
1841,1950000.0
2264,950000.0
16622,993000.0
9606,540000.0
45269,2410000.0
4324,1120000.0
12068,400000.0
47237,183000.0
43433,970000.0
40967,1280000.0
37615,371490.0
2238,1625000.0
42524,500000.0
13005,158500.0
41844,1750000.0
27470,243000.0
28753,2000000.0
10786,955000.0
13003,970000.0
20439,345000.0
12508,515000.0
12868,300000.0
44460,690000.0
27564,806000.0
34863,410000.0
45146,1720000.0
23186,1650000.0
3902,385000.0
44390,1020000.0
19435,3495000.0
19208,1745000.0
16976,212000.0
10841,295000.0
34207,2305000.0
26896,2125000.0
42099,1415000.0
7575,290000.0
6002,1065000.0
36169,1030000.0
25763,667000.0
1510,453000.0
2263,715000.0
19357,1390000.0
21507,4200000.0
15983,1200000.0
9181,803500.0
35196,1195000.0
19569,1300000.0
19920,2007000.0
25681,1320000.0
6407,1103000.0
30074,800000.0
29776,287000.0
4513,405000.0
9273,1550000.0
36796,750000.0
7649,1945000.0
38216,1835000.0
39913,416000.0
26469,1320000.0
9978,2100000.0
37575,1086250.0
15221,1710000.0
33015,1360000.0
40800,1300000.0
31167,640000.0
12994,2090000.0
13367,1035000.0
47344,445000.0
3715,432500.0
1160,751000.0
37386,512500.0
42605,1818888.0
30330,1187000.0
481,430000.0
26637,1025000.0
11432,1430000.0
28410,810000.0
14246,1580000.0
37274,830000.0
42653,700000.0
22586,775000.0
41155,1570000.0
28973,1900000.0
46993,869900.0
47248,1240000.0
22869,585000.0
43598,739000.0
34202,890000.0
41189,915000.0
1769,780000.0
33548,2939000.0
19272,650000.0
27043,1360000.0
30430,330000.0
6274,1500000.0
20843,506000.0
30171,660000.0
43120,1257000.0
45777,572000.0
14497,380000.0
31217,3400000.0
18463,1586000.0
32757,298000.0
7146,1240000.0
27810,700000.0
2760,2555000.0
9022,676000.0
8092,1280000.0
35110,795000.0
39743,856000.0
15073,115000.0
20140,1220000.0
32234,1750000.0
38200,896000.0
10700,457500.0
23057,1250000.0
17951,1625000.0
36708,1800000.0
21983,915000.0
37017,999000.0
35757,1650000.0
45890,440000.0
29788,1439990.0
24076,4250000.0
38515,510000.0
8127,1000000.0
23822,802000.0
41262,1030000.0
21994,415000.0
1077,580000.0
21583,4999000.0
8726,1840000.0
43526,615000.0
11758,1135000.0
40167,1300000.0
45336,2100000.0
19168,560000.0
43466,1350000.0
11763,5700000.0
4677,160000.0
32295,426000.0
9321,2000000.0
20780,1475000.0
1019,876000.0
31336,541000.0
7386,1410000.0
29207,1755000.0
549,600000.0
33348,1750000.0
39036,2330000.0
25791,1346000.0
46126,880000.0
45808,725000.0
34660,1105000.0
36584,1050000.0
1428,2450000.0
46034,1280000.0
33108,410000.0
28150,1458000.0
27154,2080000.0
41128,550000.0
19464,215000.0
13385,850000.0
42904,605000.0
38972,735000.0
12157,1664000.0
844,119000.0
4080,1110000.0
28851,200000.0
2130,915000.0
18888,1510000.0
21783,720000.0
23407,720000.0
19591,712000.0
29989,1285000.0
5785,675000.0
30500,550000.0
2924,1025000.0
2212,1705000.0
32620,510000.0
42398,4200000.0
22924,825000.0
18582,628000.0
33417,295000.0
17730,1756000.0
38517,420000.0
40466,870000.0
8440,1000000.0
34390,786000.0
35347,635000.0
46507,885000.0
25518,1127000.0
33297,450000.0
5640,810000.0
19510,1065000.0
15712,1304999.0
41910,622750.0
30125,525000.0
8877,530000.0
43603,1280000.0
23596,929000.0
35866,235000.0
42922,1000000.0
12507,707000.0
45596,515000.0
15944,1180000.0
15325,1600000.0
43408,755000.0
39148,230000.0
42591,860000.0
28903,913000.0
15782,938000.0
6490,4850000.0
14793,950000.0
41190,575000.0
28498,727000.0
10321,3100000.0
29255,800000.0
15631,202000.0
40944,370000.0
5026,985000.0
45352,325000.0
22541,270000.0
26405,1170000.0
35321,1075000.0
34168,1425100.0
38940,1258500.0
26454,450000.0
13309,1055000.0
33634,615000.0
3967,1150000.0
40007,623500.0
8675,161000.0
27964,2210000.0
32539,425000.0
27293,1310000.0
34403,1898888.0
26484,957500.0
37257,1730000.0
32768,603000.0
40539,900000.0
30425,350000.0
34456,379000.0
17262,969900.0
45527,224500.0
2258,489000.0
44767,550000.0
21233,1855000.0
9640,510000.0
17045,790000.0
31522,331000.0
22810,1235000.0
30653,410000.0
18636,375000.0
13189,3300000.0
6654,745000.0
2916,203636.0
25372,545000.0
46364,438000.0
7648,1000000.0
4293,480000.0
3852,2200000.0
21562,1925000.0
10205,2388888.0
34114,460000.0
41372,400000.0
29126,1230000.0
29238,1950000.0
27627,810000.0
35329,1650000.0
17631,1100000.0
10295,1452000.0
18970,1300000.0
6731,875000.0
8619,1794500.0
22395,1435000.0
41909,755000.0
32522,515000.0
34082,1875000.0
4446,1500000.0
485,1975000.0
41470,179000.0
22255,1800000.0
35595,482000.0
36155,759000.0
40119,102000.0
28081,180000.0
20451,1249000.0
32754,1160000.0
46176,1255000.0
33079,539000.0
36277,2370000.0
6095,1500000.0
42720,2690000.0
45839,430000.0
14207,839000.0
38079,850000.0
34326,1850000.0
5922,1110000.0
20354,645000.0
13731,139000.0
45170,1599000.0
26337,835000.0
36528,300000.0
9245,850000.0
20903,575000.0
46992,585000.0
16730,2850000.0
26834,752000.0
14335,1500000.0
4484,1099000.0
46828,1700000.0
18333,1439000.0
16214,160000.0
27578,428000.0
19955,775000.0
25332,2111000.0
10422,650851.0
6813,785000.0
47099,347000.0
10431,565000.0
34458,545000.0
34779,368000.0
3696,2495000.0
38585,939000.0
26610,415000.0
22807,2882309.0
33461,2500000.0
30278,876000.0
25715,1800000.0
42930,422000.0
19285,1347000.0
33909,1388800.0
43684,392000.0
22965,955000.0
37727,1865000.0
12295,1564000.0
36849,225000.0
23092,836000.0
4486,3775000.0
17173,493750.0
31311,835000.0
18176,1851000.0
1939,1765000.0
20030,2800000.0
22648,1031000.0
44901,288500.0
31838,2100000.0
32404,340000.0
38288,676000.0
26228,520000.0
28691,615000.0
31309,2400000.0
20382,890000.0
40708,584000.0
14193,998000.0
14115,470000.0
6414,1400000.0
31938,650000.0
14897,2624000.0
39080,1021000.0
34063,695000.0
36570,1075000.0
46916,230000.0
6825,2410000.0
42931,276000.0
6570,655000.0
8407,4825000.0
33687,975000.0
18896,338500.0
1331,2775000.0
23669,976500.0
39481,2050000.0
11284,477000.0
13262,3020000.0
13856,650000.0
21004,685000.0
1346,1050000.0
29289,534500.0
9472,2250000.0
31888,316000.0
6014,1170000.0
28417,1635000.0
29502,235000.0
19255,490000.0
42061,180888.0
106,500000.0
5579,1450000.0
17192,509000.0
1633,140000.0
46159,1320000.0
8893,619000.0
3086,990000.0
35050,380000.0
42492,684000.0
45805,389000.0
13575,698000.0
20142,975000.0
39674,1130000.0
9023,1379000.0
38878,1325000.0
26776,2705000.0
45211,2300000.0
45375,675000.0
28086,390000.0
13566,332000.0
2576,910000.0
15219,1575000.0
1859,255000.0
3757,1330000.0
44475,355000.0
32516,476000.0
40157,449000.0
18833,930000.0
45875,1840000.0
41836,1067000.0
21939,705000.0
45694,1050000.0
11932,150000.0
26366,1830000.0
36677,250000.0
44915,749500.0
40868,480000.0
20992,699000.0
22829,409000.0
30164,1225000.0
18526,2250000.0
24632,1152000.0
8116,1425000.0
26036,1100000.0
34425,950000.0
20562,550000.0
22706,430000.0
28781,365000.0
4445,582000.0
40179,510000.0
24276,635000.0
6235,525000.0
38527,2500000.0
46399,750000.0
16236,1370000.0
35994,1650000.0
6230,952000.0
45229,943000.0
39450,286500.0
8073,745000.0
31900,1358000.0
1323,880000.0
43602,385000.0
22123,720000.0
30359,490000.0
41385,800000.0
1953,1850000.0
13929,787500.0
6615,1605000.0
7560,1290000.0
39257,795000.0
36505,601500.0
2947,1500000.0
46573,1415000.0
24645,550000.0
1977,433000.0
36355,1825000.0
29571,900000.0
45429,900000.0
8053,445000.0
13202,640000.0
32937,3425000.0
9094,1644000.0
31232,728000.0
14596,660000.0
32540,1500000.0
46906,1235000.0
30855,1300000.0
25722,830000.0
44847,299000.0
9064,870000.0
20381,1399000.0
45382,3695000.0
46285,105000.0
12621,815000.0
11243,640000.0
43703,1770000.0
34644,624500.0
15958,1150000.0
9554,1100000.0
19512,1500000.0
20159,357000.0
17988,1825000.0
45381,3100000.0
38131,2151000.0
41515,1069000.0
25452,135000.0
34875,255500.0
22361,2315000.0
1480,610000.0
45433,1200000.0
36836,765000.0
44894,778000.0
37457,1145000.0
39679,220000.0
25096,1100000.0
40666,1750000.0
35888,1750000.0
28174,1835000.0
41154,1260000.0
1854,2250000.0
47061,925000.0
19529,810000.0
13073,1600000.0
35913,2560000.0
20373,570000.0
2953,150000.0
34150,829000.0
42750,386500.0
9437,930000.0
24111,878750.0
32037,535000.0
4437,3550000.0
12996,505000.0
46608,1310000.0
4006,495000.0
29644,896000.0
38411,640000.0
3448,835000.0
5258,1280000.0
35162,480000.0
26749,1275000.0
21734,600000.0
21093,1140000.0
18016,615000.0
24022,1170000.0
27240,425000.0
41329,1650000.0
31799,1150744.0
34677,750000.0
44226,900000.0
4176,1803000.0
35253,425000.0
36706,3000000.0
24255,625000.0
9848,1150000.0
36448,410000.0
10307,780000.0
8823,770000.0
39901,2175000.0
44544,340000.0
34659,309100.0
5957,595000.0
6893,1120000.0
12651,3960000.0
20861,531000.0
42825,585000.0
29625,1410000.0
30095,771000.0
2724,1850000.0
22675,170000.0
9994,1500000.0
21403,665000.0
17156,720500.0
2796,805000.0
33395,495000.0
16193,1460000.0
11242,925000.0
43903,417000.0
21755,1710000.0
44175,715000.0
1012,558000.0
24469,752000.0
24790,1667000.0
16718,2831000.0
31670,1300000.0
46071,550000.0
35318,3125000.0
4312,715000.0
14693,350000.0
16197,665000.0
4739,2200000.0
7025,1800000.0
44109,450000.0
12778,2800000.0
13256,1199000.0
36992,655000.0
36496,350000.0
24229,1910000.0
40744,499000.0
41334,385000.0
39499,330000.0
25735,1030000.0
41559,3100000.0
40905,497000.0
14098,335000.0
43074,1505000.0
23002,1300000.0
19166,1100000.0
9140,112500.0
35417,2845000.0
5050,1165000.0
27060,1011000.0
42471,829000.0
22225,1725000.0
16423,2350000.0
4648,881435.0
12186,3405000.0
5673,787500.0
28659,731500.0
27202,685000.0
40613,525000.0
40769,3550000.0
38846,416000.0
19937,1735000.0
22347,350000.0
35455,445000.0
29727,2290000.0
26999,150000.0
18629,560000.0
36813,1800000.0
26276,1700000.0
36986,405000.0
31341,1575000.0
36766,1710000.0
7059,1930000.0
39785,660000.0
18840,1525000.0
41983,1311600.0
34061,1700000.0
11300,806000.0
15976,849000.0
41911,845000.0
32453,530000.0
41803,2488888.0
8954,945000.0
45376,600000.0
38435,893000.0
22581,535000.0
13885,900000.0
18026,860000.0
1702,1310000.0
9776,1600000.0
32910,872000.0
17189,1100000.0
45937,1750000.0
5438,451000.0
38726,488000.0
22073,395000.0
37820,850000.0
2477,1045000.0
19888,1050000.0
27081,615000.0
22746,3500000.0
39253,510000.0
26386,480000.0
3668,1420000.0
44986,410000.0
18637,695000.0
29791,1945000.0
8275,365000.0
38162,1080000.0
42578,1200000.0
47183,294000.0
11381,880000.0
28467,337500.0
32932,825000.0
1588,1515000.0
40028,1250000.0
30706,840000.0
40101,1684000.0
11272,823800.0
29134,985000.0
31659,710000.0
7591,1490000.0
23347,760000.0
18450,460000.0
28021,430000.0
873,3081000.0
6179,690000.0
35146,2150000.0
22310,935000.0
22284,1000000.0
808,725000.0
47318,500000.0
19782,900000.0
41631,620000.0
35590,780000.0
19036,1850000.0
3838,300000.0
9696,510000.0
42881,815000.0
2087,1600000.0
25007,748000.0
1681,945335.0
16354,2000000.0
41381,880000.0
2387,340000.0
11222,1925000.0
42564,530000.0
36457,1185000.0
19601,750000.0
4308,2550000.0
35583,750000.0
8771,850000.0
21948,6270625.0
43244,700000.0
32635,2820000.0
44797,420000.0
3513,1482000.0
2854,603000.0
38998,300000.0
36425,2326000.0
5318,1875000.0
41125,930000.0
20505,2123125.0
43318,890000.0
31809,235000.0
20730,2030000.0
42052,134000.0
20634,300000.0
29570,4200000.0
16507,1970000.0
26110,1520000.0
15143,950000.0
10947,1117000.0
5301,807000.0
10529,1370000.0
4186,880000.0
26334,1050000.0
8508,650000.0
12888,330000.0
41556,1680000.0
47413,275000.0
2488,1586000.0
12013,1270000.0
47423,420000.0
4637,635000.0
841,472000.0
14736,950000.0
19127,1700000.0
21909,1185000.0
33199,1299999.0
16632,1425000.0
20991,2020000.0
7483,750000.0
32310,2670000.0
42736,450000.0
18823,850000.0
30357,1810000.0
35495,900000.0
16440,715000.0
25176,1030000.0
29549,1440000.0
32583,336000.0
7890,1789000.0
16024,1293000.0
44051,304000.0
32242,3100000.0
40825,3725000.0
36077,1579000.0
34690,1300000.0
32494,1153000.0
33152,655000.0
20092,700000.0
29617,630000.0
278,4200000.0
28245,1075000.0
4191,1375000.0
6800,472000.0
2340,3300000.0
35852,1090000.0
17536,749000.0
41707,340000.0
17629,780000.0
40316,374000.0
33976,3480000.0
40759,1368000.0
37990,310000.0
3876,1950000.0
31897,1290000.0
30457,485000.0
16920,1950000.0
31155,635000.0
37306,1487000.0
44616,760000.0
35524,1050000.0
43738,610000.0
37194,790000.0
38895,635000.0
20368,395000.0
10911,1358000.0
37437,458000.0
30959,516000.0
2563,969000.0
17700,275000.0
28315,750000.0
27526,1228000.0
10806,799000.0
1505,570000.0
7807,1500000.0
24503,401000.0
45481,475000.0
27334,4065000.0
8686,1550000.0
23449,1995000.0
42074,833000.0
3471,1349000.0
9428,735000.0
31286,780000.0
28439,1233500.0
35206,901000.0
21920,640000.0
42537,1975000.0
30493,1080000.0
18514,252500.0
38648,300000.0
7958,1300000.0
42154,180000.0
19103,1450000.0
15697,1130000.0
8441,4700000.0
35295,2870000.0
35833,1780000.0
11325,550000.0
14665,1005000.0
9652,650000.0
34907,3510000.0
46979,350000.0
9999,2107500.0
32307,539000.0
31438,120000.0
19186,2250625.0
11772,800000.0
5348,905000.0
17564,620000.0
10843,762000.0
32120,2385000.0
19880,1950000.0
11971,900000.0
42723,688000.0
29058,640000.0
41327,1300000.0
11527,2260000.0
6136,1080000.0
43789,655000.0
23725,480000.0
46424,442000.0
12576,1104000.0
38694,692000.0
42674,220000.0
39782,1550000.0
13438,710000.0
20270,489000.0
23467,110000.0
24870,2325000.0
27920,455000.0
26393,5600000.0
7683,1400000.0
44344,260000.0
28113,1875000.0
16813,2050000.0
41050,1050000.0
8330,5600000.0
7724,845000.0
34422,748000.0
35909,238000.0
29919,305000.0
44951,445000.0
41824,790000.0
29098,985000.0
34027,1800000.0
4665,1408000.0
33025,410000.0
46325,2188000.0
27213,5600000.0
39684,599000.0
9547,900000.0
19877,510000.0
4072,3100000.0
15228,780000.0
22280,2400000.0
41416,660000.0
36757,315000.0
15360,1510000.0
13533,1645000.0
7455,588000.0
45298,435000.0
38672,2300000.0
1375,733000.0
5409,935000.0
24018,2110000.0
17162,1515000.0
24521,2840000.0
39950,2475000.0
34095,935000.0
10021,3350000.0
39531,1510000.0
3724,2128000.0
25397,2250000.0
14219,1046750.0
8626,800000.0
283,1350000.0
38077,869000.0
36785,3400000.0
44762,2526000.0
38139,830000.0
42268,365000.0
9147,505000.0
10204,493000.0
23017,927500.0
17382,1450000.0
139,2950172.0
3601,1125000.0
27236,1133000.0
20297,2500000.0
11369,350500.0
8950,365000.0
42864,380000.0
28949,842500.0
36819,3000000.0
19902,960000.0
2581,1110000.0
21142,125000.0
31737,1288888.0
33573,1825000.0
25835,1365000.0
43493,511000.0
16983,1325000.0
32254,3050000.0
43027,1675000.0
10142,800000.0
695,450000.0
752,145000.0
119,1975000.0
7073,459500.0
43578,1049000.0
30858,1130000.0
196,430000.0
43583,790000.0
19075,1095000.0
17502,710000.0
13853,423900.0
19472,1450000.0
7534,430000.0
43456,770000.0
31826,1685000.0
1607,716000.0
20866,1075000.0
4788,1075000.0
3459,638750.0
19713,1350000.0
1451,1030000.0
21772,998000.0
41600,1145000.0
24703,540000.0
32610,960000.0
25913,265000.0
9106,900000.0
24659,1615000.0
11466,450000.0
24237,279000.0
34664,335000.0
10277,156000.0
46713,580000.0
12804,1360000.0
39763,485000.0
37670,240000.0
42560,812000.0
26803,3200000.0
39952,2810000.0
13331,1125000.0
12165,825000.0
607,429900.0
34577,510000.0
22989,1300000.0
4160,1405000.0
38949,435000.0
3618,435000.0
31694,1115000.0
5264,548888.0
524,410000.0
4506,610000.0
22148,193000.0
43962,650000.0
26060,200000.0
41752,710000.0
29403,1575000.0
46826,2222000.0
10754,952000.0
34091,375000.0
23769,1150000.0
22862,802000.0
28041,1063000.0
4416,1100000.0
28908,960000.0
26646,1825000.0
2109,506000.0
14806,485000.0
9958,1030000.0
5636,1260000.0
2279,2350000.0
12514,1030000.0
28968,220000.0
44486,342000.0
25938,1405000.0
13317,1650000.0
8486,1300000.0
15135,551000.0
40698,385000.0
17334,625000.0
25713,170000.0
31414,1633500.0
25888,637500.0
20639,416000.0
8,1590000.0
19763,1305000.0
17710,2100000.0
12239,1905000.0
46540,1984768.0
30885,1674000.0
33727,525000.0
20190,460000.0
32110,1774000.0
21195,206200.0
7047,612000.0
32424,1195000.0
3785,515000.0
37159,1570000.0
46123,440000.0
40332,1590000.0
45536,680000.0
39626,4853000.0
9019,1634500.0
41382,1460000.0
10965,1550000.0
43579,1650000.0
15468,1960000.0
37432,1350000.0
25700,1138800.0
13412,545000.0
7064,1040000.0
45887,1320000.0
16043,1345000.0
1564,1150000.0
13354,670000.0
36075,518000.0
3176,1313000.0
22783,1050000.0
36866,1025000.0
5223,1285000.0
27789,1235000.0
40972,275000.0
2570,1275000.0
42283,1190000.0
42795,237000.0
20435,1060000.0
32390,958000.0
5565,404000.0
36065,272000.0
42158,480000.0
44311,1580000.0
45353,430000.0
18309,1305000.0
47380,1800000.0
6953,1800000.0
38322,1700000.0
22844,710000.0
8505,812000.0
4420,2100000.0
31918,985000.0
39861,1080000.0
20090,1705000.0
28267,550000.0
36334,770000.0
10285,1500000.0
40219,651000.0
38276,1199000.0
18190,1525000.0
33222,2758000.0
27389,335000.0
43170,1350000.0
45679,370000.0
15699,950000.0
3946,625000.0
41706,620000.0
28365,430000.0
24931,3850000.0
14956,1050000.0
12489,839000.0
27054,687000.0
383,770000.0
19223,1475000.0
20415,1460000.0
8901,826000.0
13939,1400000.0
38264,425000.0
46768,275000.0
40104,1750000.0
8583,1080000.0
44321,1850000.0
46502,1200000.0
37019,330000.0
39327,325000.0
25686,3400000.0
12363,1140000.0
19640,3100000.0
34108,2300000.0
10775,1425000.0
19627,525000.0
39217,320000.0
245,1252000.0
8866,685000.0
15244,2550000.0
25346,355000.0
25125,1100000.0
11742,1840000.0
36851,510000.0
9727,877000.0
38308,107350.0
7470,200000.0
15803,1525000.0
5173,580000.0
19045,2020000.0
29698,400000.0
1432,256000.0
6023,245000.0
37694,2950000.0
39042,2195000.0
44268,1430000.0
1579,1365000.0
38148,490000.0
37079,1151000.0
45018,278000.0
44197,350000.0
20496,1263240.0
5911,2050000.0
22136,1850000.0
25567,229000.0
46972,1510000.0
39736,240000.0
47055,431000.0
44581,650000.0
27799,620000.0
24683,3300000.0
15136,1810000.0
21879,1100000.0
10218,939000.0
10125,499999.0
11103,1340000.0
8356,5175000.0
12811,1640000.0
25399,2750000.0
17555,1195000.0
21481,1150000.0
3881,840000.0
11644,900000.0
45936,2458000.0
17026,1530000.0
35963,1318000.0
32074,1620000.0
16473,715000.0
15809,1230000.0
1908,1510000.0
24773,1050000.0
37847,326000.0
31006,980000.0
5320,1660000.0
6758,766000.0
36908,1250000.0
40201,499000.0
18773,720000.0
10212,865000.0
42651,350000.0
22140,1095000.0
20673,620000.0
38965,1550000.0
28543,1800000.0
31766,1362222.0
16998,2773000.0
43227,585000.0
45410,3478000.0
26825,765000.0
32329,2400000.0
46742,930000.0
40720,3316500.0
19148,589000.0
7034,1040000.0
1112,350000.0
46485,315000.0
4638,850000.0
37810,899000.0
20794,1865000.0
9111,415000.0
38424,1975000.0
9894,500000.0
2670,700000.0
24184,2000000.0
4518,566320.0
28723,875000.0
8766,2133000.0
43898,1650000.0
46523,1100000.0
12951,2550000.0
17800,455000.0
12950,151200.0
17423,550000.0
25611,1095000.0
33775,449000.0
40095,155000.0
31288,1180000.0
43796,672000.0
38399,375000.0
12625,1040000.0
18202,1285000.0
20259,4700000.0
34572,1350000.0
14049,660000.0
39024,615000.0
1611,450000.0
10230,595000.0
22690,760000.0
42451,925000.0
12875,1320000.0
13050,550000.0
43043,710000.0
6845,2575000.0
10250,850000.0
11832,705000.0
19086,483000.0
7456,1200000.0
31480,905000.0
43352,1066500.0
23835,1475000.0
11398,2250000.0
44017,550000.0
24987,1220000.0
43543,1111000.0
8792,870000.0
18500,1216000.0
35184,1595000.0
26040,1100000.0
39437,219500.0
27722,189900.0
4192,1420000.0
17085,2200000.0
27781,1745000.0
15918,599000.0
21176,200000.0
22116,668000.0
6456,370651.0
40688,1250000.0
4567,420000.0
10772,829000.0
32962,356000.0
39971,1549000.0
39977,560000.0
16071,400000.0
24052,1150000.0
899,320000.0
45751,595000.0
21814,745000.0
37668,3000000.0
44826,925000.0
24771,1450000.0
2110,580000.0
38505,1308000.0
20542,475000.0
9664,270000.0
7584,825000.0
11687,850000.0
24887,2150000.0
44782,580000.0
39408,699000.0
19261,1365000.0
2338,1102600.0
43978,360000.0
32762,282000.0
35585,1280000.0
23561,1850000.0
25430,450000.0
32429,715000.0
39358,265000.0
9266,1450000.0
40001,809000.0
24794,699000.0
41821,647000.0
37181,830000.0
45301,464000.0
41514,885000.0
417,434000.0
40886,190000.0
45145,595000.0
37768,1777000.0
20495,1650000.0
41471,2100000.0
30805,1850000.0
30518,116000.0
44088,385000.0
52,420000.0
45261,984888.0
26154,730000.0
14874,600000.0
41166,1600000.0
26357,950000.0
3776,1305000.0
23511,149000.0
45788,795000.0
35904,1350000.0
44731,1300000.0
38816,630000.0
11263,720000.0
9132,1950000.0
21402,680000.0
12955,1225000.0
43559,187000.0
35420,1615000.0
8337,1301000.0
5315,209000.0
16211,600000.0
12923,669000.0
31839,2000000.0
19687,980000.0
37015,530000.0
28645,741000.0
30236,489000.0
7974,1255000.0
6857,900000.0
12895,1895000.0
20225,1050000.0
15314,780000.0
41586,1337000.0
43011,750000.0
27694,1265000.0
29269,5500000.0
11813,879000.0
11121,800000.0
10160,842000.0
20419,865000.0
46975,300000.0
29944,570000.0
2490,1890000.0
1758,368000.0
42338,429000.0
4929,1765000.0
32785,540000.0
32829,295000.0
2893,385000.0
18053,3475000.0
22452,1180000.0
38110,365000.0
47335,480000.0
24096,1455000.0
25089,525000.0
17018,1672000.0
46597,215000.0
38543,1500000.0
43972,285000.0
1818,138000.0
35794,1429000.0
36579,1120000.0
5191,3900000.0
32946,279000.0
18903,717000.0
36625,1050000.0
11047,925000.0
22748,1750000.0
29065,1050000.0
708,685000.0
6299,1350000.0
6344,432500.0
38634,900000.0
41620,725500.0
22234,1118000.0
33363,557000.0
33969,1050000.0
5907,867000.0
34172,4795000.0
20572,922998.0
38428,1815000.0
9812,450000.0
21068,982500.0
31542,1275000.0
36887,275800.0
10341,1295000.0
37084,1580474.0
17493,927000.0
41474,767000.0
43944,644000.0
44835,2150000.0
39801,2460000.0
45388,752000.0
20786,747000.0
35072,975000.0
34667,2425000.0
30122,1995000.0
22472,430000.0
16709,1801000.0
24906,1303500.0
4151,1395000.0
44009,750000.0
857,415000.0
26188,2300000.0
43820,1110000.0
9803,810000.0
12589,749375.0
44910,575000.0
8828,1870000.0
36556,1760000.0
16084,726000.0
21242,1628000.0
23904,1100000.0
7415,505000.0
16063,920000.0
39789,700000.0
44948,710000.0
344,1700000.0
39371,2750000.0
34792,2380000.0
5793,660000.0
36416,112000.0
13763,680000.0
8157,315000.0
43592,720000.0
27903,1545000.0
2513,1182000.0
33978,1520000.0
27797,1240000.0
16683,1380000.0
42115,223000.0
45436,460000.0
8503,1395000.0
43310,470000.0
9521,2405000.0
24377,460000.0
35007,930000.0
12378,920000.0
28712,1635000.0
24050,265000.0
24486,535000.0
30628,840000.0
46086,268500.0
13125,2950000.0
78,2430000.0
26879,336000.0
34921,1040000.0
21895,1085000.0
22220,300000.0
2930,570000.0
29070,325000.0
2358,595000.0
47281,420000.0
40857,3550000.0
12435,2677000.0
19115,435000.0
26951,1252000.0
16566,2100000.0
16081,525000.0
35418,405000.0
42499,900000.0
28415,1235000.0
47180,195000.0
35182,260000.0
35077,3450000.0
39487,1300000.0
33582,999000.0
22870,975000.0
7692,625000.0
20902,1295000.0
36335,1275000.0
32400,399000.0
45879,430000.0
37917,1332000.0
32870,2075000.0
36726,920000.0
19444,1020000.0
34234,555000.0
33194,1020000.0
11608,1131000.0
40403,1205000.0
29371,1295000.0
29328,498000.0
40168,2045000.0
3814,715000.0
37061,900000.0
17151,905000.0
