,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,F,M,College,Doctorate,Graduate,High School,Post-Graduate,Uneducated,Divorced,Married,Single,Blue,Gold,Silver
967,1.0,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.0,0.8958565339272686,0.5525525525525525,0.3177236455270895,0.482982982982983,0.15765765765765766,0.3063063063063063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
968,0.702970297029703,0.7857857857857857,1.0,0.3788788788788789,0.0,0.5280326737042024,0.939189565505355,0.02380648592906774,0.05655655655655656,0.9924920199491963,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
969,0.0,0.13413413413413414,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.9662277473569261,0.40040040040040037,0.12871472440324178,0.3088088088088088,0.3413413413413413,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
971,0.3069306930693069,0.4984984984984985,1.0,0.3788788788788789,0.6691691691691692,0.5817655571635311,0.5890890890890891,0.11411411411411411,0.2552552552552553,0.2012012012012012,0.7737737737737738,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
972,0.3069306930693069,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.5836471619973413,0.3463463463463463,0.05421963316700159,0.07457457457457457,0.4419419419419419,0.47847847847847846,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
975,0.504950495049505,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.30248161061636825,0.9933440721452912,0.1704204204204204,0.13513513513513514,0.11461461461461461,0.7327327327327328,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
976,1.0,0.6656656656656657,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.5135135135135135,0.24974974974974976,0.12812812812812813,0.13513513513513514,0.944944944944945,0.7242242242242243,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
979,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.33798658258973147,0.22872872872872874,0.09370477568740954,0.1816816816816817,0.04704704704704705,0.8468468468468469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
980,0.504950495049505,0.3633633633633634,0.4974974974974975,0.7352352352352352,0.34184184184184185,0.4302795888343178,0.2122122122122122,0.02380648592906774,0.04804804804804805,0.2757757757757758,0.9319319319319319,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
981,0.504950495049505,0.16016016016016016,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.9845032837090232,0.04548576783041304,0.07790696860809124,0.21121121121121122,0.2047047047047047,0.3353353353353353,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
982,0.702970297029703,0.051551551551551555,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.4004437869822485,0.9656250782486967,0.3051553549730949,0.15015015015015015,0.3758758758758759,0.9782923299565845,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
983,0.3069306930693069,0.6656656656656657,0.4974974974974975,0.7352352352352352,0.0,0.40540540540540543,0.5910910910910911,0.02810386143719477,0.04054054054054054,0.05405405405405406,0.924924924924925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
984,0.702970297029703,0.4984984984984985,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.8248042130053247,0.9828575488266116,0.20520520520520522,0.24024024024024024,0.6171171171171171,0.40490490490490494,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
985,0.504950495049505,0.3303303303303303,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.9294583715893039,0.003375433190162537,0.0348682015348682,0.13513513513513514,0.18518518518518517,0.3233233233233233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
986,0.3069306930693069,0.6966966966966966,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.7610945585698604,0.5225225225225225,0.24924924924924924,0.3788788788788789,0.11537244913467248,0.43743743743743746,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
987,0.3069306930693069,0.4984984984984985,1.0,0.3788788788788789,0.34184184184184185,0.6486970798412426,0.4084084084084084,0.13913913913913914,0.13513513513513514,0.8903903903903905,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
988,0.504950495049505,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.625220003598382,0.9679260597065099,0.30428058158329346,0.3313313313313313,0.7389033942558747,0.7047047047047047,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
989,0.3069306930693069,0.1126126126126126,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.2208344406058996,0.08308308308308308,0.09247940473026839,0.2852852852852853,0.07457457457457457,0.8268268268268268,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
990,0.3069306930693069,0.4984984984984985,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.5760440889280604,0.9470775478955438,0.3603531975624998,0.6856856856856857,0.2092092092092092,0.3283283283283283,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
991,0.702970297029703,0.7592592592592593,1.0,0.7352352352352352,0.6691691691691692,0.822221323853089,0.09240627990627988,0.0495252114859958,0.1086086086086086,0.5905905905905906,0.5116657724617082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
992,0.504950495049505,0.4984984984984985,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.3570236903570237,0.44244244244244246,0.2627627627627628,0.3683683683683684,0.5340340340340339,0.8198198198198198,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
995,0.0,0.0935935935935936,0.27877877877877877,0.7352352352352352,0.0,0.9425774388998571,0.2752752752752753,0.26690159028151406,0.4189189189189189,0.14414414414414414,0.3353353353353353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
996,0.504950495049505,0.8123123123123124,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.5984190008974491,0.09509509509509509,0.04671338004671338,0.12112112112112111,0.009009009009009009,0.575075075075075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
997,0.504950495049505,0.9654654654654654,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.21521521521521522,0.9815396620368808,0.15705554079192138,0.04804804804804805,0.9769769769769769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
999,0.702970297029703,0.027027027027027025,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.47821558757160215,0.3588588588588588,0.1161551761055131,0.2852852852852853,0.4419419419419419,0.8338338338338338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1000,0.702970297029703,0.8828828828828829,0.7027027027027026,0.7352352352352352,0.0,0.9304733727810651,0.3513513513513513,0.06656866862662746,0.15015015015015015,0.3758758758758759,0.2822822822822823,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1001,1.0,0.4984984984984985,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.3361695028361695,0.9840469097491322,0.260107795534185,0.1966966966966967,0.8963963963963963,0.8844333344333345,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1002,0.702970297029703,0.07707707707707707,0.27877877877877877,0.97997997997998,0.9074074074074074,0.7105228122767905,0.927285349865995,0.10141643059490087,0.07457457457457457,0.8223223223223224,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1004,0.3069306930693069,1.0,0.4974974974974975,0.1091091091091091,0.9074074074074074,0.4511624476024618,0.48698698698698695,0.14014014014014015,0.16566566566566565,0.03303303303303303,0.8918918918918919,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1005,0.3069306930693069,0.7592592592592593,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.7297933306107693,0.8353353353353353,0.01040767730187525,0.027027027027027025,0.15765765765765766,0.3638638638638638,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1006,1.0,0.051551551551551555,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.1635506599340234,0.3563563563563564,0.00710570549487824,0.05655655655655656,0.6171171171171171,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1009,0.702970297029703,0.9034034034034034,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.8336723308113694,0.5015015015015015,0.201731705179981,0.3433433433433434,0.3263263263263263,0.5065065065065065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1010,0.504950495049505,0.18568568568568566,1.0,0.7352352352352352,0.34184184184184185,0.2177177177177177,0.20870870870870872,0.12964568274618168,0.06506506506506507,0.5245245245245245,0.8128128128128128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1011,0.3069306930693069,0.020520520520520523,0.27877877877877877,0.3788788788788789,0.9074074074074074,0.0,0.9893713729871922,0.4160869507129895,0.3433433433433434,0.9514514514514514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1013,0.3069306930693069,0.9814814814814815,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.40540540540540543,0.9849265203748286,0.3614776675820615,0.3788788788788789,0.6006006006006006,0.6046046046046046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1014,0.3069306930693069,0.8378378378378378,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.5587105730372206,0.06306306306306306,0.0279843808107103,0.016016016016016016,0.07157157157157157,0.6396396396396397,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1016,0.3069306930693069,0.13413413413413414,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.14479191742349637,0.5160160160160161,0.18016997167138799,0.2552552552552553,0.4154154154154154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1017,0.702970297029703,0.18568568568568566,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.7737807871874978,0.3658658658658659,0.20867879644350235,0.21121121121121122,0.5965965965965966,0.5575575575575575,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1019,0.0,0.24224224224224222,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.88859806688906,0.3258258258258258,0.10668319867132924,0.0960960960960961,0.48098098098098097,0.33983983983983984,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1020,0.0,0.6336336336336337,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.44744744744744747,0.9410274963820551,0.17717717717717718,0.13513513513513514,0.971890652148163,0.7581160852369075,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1023,0.504950495049505,0.8828828828828829,1.0,0.3788788788788789,0.34184184184184185,0.7334213756047682,0.2147147147147147,0.2141926451426941,0.3683683683683684,0.6536536536536537,0.5375375375375375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1028,0.504950495049505,0.8828828828828829,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.0,0.5305305305305306,0.27627627627627627,0.4974974974974975,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1029,0.3069306930693069,0.24224224224224222,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.3048048048048048,0.010941168854285211,0.08574529667149058,0.2852852852852853,0.050050050050050046,0.49149149149149146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1030,0.0,0.07707707707707707,1.0,0.3788788788788789,0.9074074074074074,0.8513493504498453,0.5860860860860861,0.17583194209700234,0.36086086086086083,0.8747411765625118,0.4894894894894895,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1031,0.504950495049505,0.7287287287287287,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.24811155148233804,0.4134134134134134,0.0864688856729378,0.13513513513513514,0.7792792792792793,0.6262662807525325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1033,1.0,0.9484484484484484,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.8352825169869484,0.8373373373373374,0.3614776675820615,0.4674674674674675,0.9224224224224224,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1036,0.504950495049505,0.957957957957958,0.7027027027027026,0.3788788788788789,0.11211211211211211,0.0,0.20370370370370372,0.000928074245939675,0.002002002002002002,0.2302302302302302,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1037,0.504950495049505,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.2734566127861304,0.6501501501501501,0.21100186021791123,0.38788788788788786,0.3363363363363363,0.9379379379379379,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1038,0.3069306930693069,0.3303303303303303,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.5837123723005692,0.11861861861861861,0.08493587284047237,0.12112112112112111,0.13263263263263264,0.5345345345345345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1039,0.3069306930693069,0.9734734734734735,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.0,0.42342342342342343,0.013792358245422636,0.0845845845845846,0.07807807807807808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1041,0.3069306930693069,0.1126126126126126,1.0,0.1091091091091091,0.9074074074074074,0.5924807792939661,0.9342221765600238,0.26148706846381264,0.1086086086086086,0.9953357358797222,0.5640640640640641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1043,0.3069306930693069,0.9359359359359358,1.0,0.3788788788788789,0.6691691691691692,0.0,0.8478478478478478,0.010293911659099368,0.013513513513513514,0.7442442442442443,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1046,1.0,0.13413413413413414,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.9037141314563962,0.022022022022022022,0.00733972398233875,0.016016016016016016,0.004806053582384617,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1047,0.504950495049505,0.4984984984984985,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.7034624371592438,0.9786090544301245,0.27127127127127126,0.36086086086086083,0.5840840840840841,0.5795795795795796,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1048,0.0,0.13413413413413414,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.925759021857805,0.002447872662758105,0.003003003003003003,0.009009009009009009,0.02102102102102102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1049,0.3069306930693069,0.2702702702702703,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.7064979740655417,0.9807753023809469,0.4471766159948881,0.5295295295295295,0.6851851851851851,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1050,1.0,0.7592592592592593,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.6791800686190125,0.6111111111111112,0.2580897662616281,0.3433433433433434,0.3263263263263263,0.3713713713713714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1051,0.3069306930693069,0.7287287287287287,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.22322322322322322,0.9907712485549781,0.1748212647794238,0.3088088088088088,0.9401055851279473,0.7097097097097097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1053,1.0,0.3303303303303303,1.0,0.3788788788788789,0.9074074074074074,0.8918727842853584,0.2067067067067067,0.0250047797917592,0.06506506506506507,0.007960068717752776,0.3638638638638638,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1054,0.3069306930693069,0.8378378378378378,1.0,0.7352352352352352,0.34184184184184185,0.5558177555678944,0.10010010010010009,0.23815309842041313,0.3788788788788789,0.7117117117117117,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1055,1.0,0.9359359359359358,0.4974974974974975,0.3788788788788789,0.9074074074074074,0.44144144144144143,0.2937937937937938,0.18569774593870977,0.12112112112112111,0.512012012012012,0.6596596596596597,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1056,0.504950495049505,0.9034034034034034,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.6756991595701273,0.08058058058058058,0.11896872718128755,0.3088088088088088,0.9624654286843144,0.4944944944944945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1057,1.0,0.24224224224224222,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.9833148201415153,0.07707707707707707,0.11939337593407359,0.2702702702702703,0.3613613613613613,0.3283283283283283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1058,0.3069306930693069,0.020520520520520523,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.4211331787953313,0.967654787439578,0.38373638054743553,0.38788788788788786,0.8483483483483483,0.7832832832832832,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1059,0.3069306930693069,0.16016016016016016,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.28928928928928926,0.8298298298298298,0.20914938467879646,0.1966966966966967,0.5045045045045045,0.9235902569235902,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1060,0.3069306930693069,0.2122122122122122,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.1991991991991992,0.9888896297387755,0.15015015015015015,0.15015015015015015,0.9769769769769769,0.8388388388388388,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1063,0.702970297029703,0.2122122122122122,1.0,0.7352352352352352,0.34184184184184185,0.8327328712831353,0.18768768768768768,0.10510510510510511,0.2552552552552553,0.2867867867867868,0.4264264264264264,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1064,1.0,0.9034034034034034,0.4974974974974975,0.1091091091091091,0.6691691691691692,0.7021248703377265,0.03203203203203203,0.02853267790374709,0.04804804804804805,0.4874874874874875,0.5255255255255256,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1066,0.3069306930693069,0.0,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.2222222222222222,0.22072072072072074,0.36736736736736736,0.2702702702702703,0.023523523523523524,0.8638638638638638,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1069,1.0,0.7287287287287287,1.0,0.7352352352352352,0.6691691691691692,0.5363328892077482,0.27977977977977975,0.052486442182154466,0.12112112112112111,0.2157157157157157,0.80050801509725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1073,0.3069306930693069,0.8123123123123124,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.49869842497103756,0.7167167167167168,0.2539937745802675,0.43093093093093093,0.484984984984985,0.4904904904904905,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1074,0.504950495049505,0.16016016016016016,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.7547490097809393,0.03351659202723033,0.005781320161652449,0.005005005005005005,0.010457607579909739,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1075,0.3069306930693069,0.2122122122122122,0.7027027027027026,0.7352352352352352,0.9074074074074074,0.6522745646854479,0.9433427762039662,0.13052969809726572,0.31931931931931934,0.6726726726726726,0.3893893893893894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1077,0.702970297029703,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.741239836130347,0.1091091091091091,0.08408408408408408,0.04804804804804805,0.8778778778778779,0.4844844844844845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1078,0.3069306930693069,0.8378378378378378,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.5943937397564033,0.9245946147354601,0.08610709117221421,0.1816816816816817,0.9865865865865866,0.5735735735735735,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1079,0.3069306930693069,0.6656656656656657,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.2782782782782783,0.26376376376376376,0.06614867702645946,0.12112112112112111,0.08208208208208208,0.8408408408408409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1081,0.0,0.07707707707707707,0.4974974974974975,0.1091091091091091,0.9074074074074074,0.8900410080623865,0.08808808808808809,0.07843245767591063,0.1086086086086086,0.5905905905905906,0.3938938938938939,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1083,1.0,0.24224224224224222,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.6234486498571006,0.05955806105506705,0.08951841359773365,0.023023023023023025,0.1971971971971972,0.5245245245245245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1088,1.0,0.13413413413413414,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.5275275275275275,0.019856361974468356,0.011688607958891317,0.0035035035035035035,0.990990990990991,0.7112112112112112,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1090,1.0,0.07707707707707707,0.4974974974974975,0.7352352352352352,0.34184184184184185,0.9168195981700069,0.3943943943943944,0.19944454087831973,0.1086086086086086,0.0960960960960961,0.3048048048048048,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1092,0.0,0.9814814814814815,0.7027027027027026,0.1091091091091091,0.9074074074074074,0.5117907631172083,0.5825825825825826,0.02035796863988291,0.016016016016016016,0.07157157157157157,0.7806788511749339,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1093,0.504950495049505,0.7592592592592593,1.0,0.3788788788788789,0.34184184184184185,0.6012656929687498,0.9053627228532173,0.1841841841841842,0.43093093093093093,0.28978978978978975,0.40990990990990994,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1094,0.3069306930693069,0.0935935935935936,0.4974974974974975,0.1091091091091091,0.9074074074074074,0.43882187402126055,0.6196196196196196,0.19668376323666428,0.2702702702702703,0.12262262262262262,0.9573149949089798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1095,0.504950495049505,0.6966966966966966,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.20553887220553888,0.9596818948034372,0.0717384050717384,0.06506506506506507,0.9977186759733832,0.9069069069069069,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1096,0.3069306930693069,0.020520520520520523,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.7700618603116149,0.9842814725826513,0.3013013013013013,0.3683683683683684,0.9742226946585172,0.45545545545545546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1097,0.0,0.13413413413413414,0.7027027027027026,0.7352352352352352,0.9074074074074074,0.8880399452570353,0.23745392451274797,0.1156609436653538,0.3313313313313313,0.9019019019019019,0.43543543543543545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1098,0.702970297029703,0.015015015015015013,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.24811155148233804,0.9699710882680098,0.1921921921921922,0.0845845845845846,0.7537537537537538,0.92992992992993,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1099,1.0,0.4984984984984985,1.0,0.3788788788788789,0.9074074074074074,0.994905089223965,0.7357357357357357,0.41642493992630236,0.5475475475475475,0.28978978978978975,0.2513080642539308,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,0.702970297029703,0.015015015015015013,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.39039039039039036,0.23423423423423423,0.23901726365655332,0.4974974974974975,0.1871871871871872,0.8311644978311645,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1102,0.3069306930693069,0.07707707707707707,0.7027027027027026,0.1091091091091091,0.9074074074074074,0.8288024749025913,0.0974815752867541,0.05421963316700159,0.0845845845845846,0.3658658658658659,0.4174174174174174,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
